session,rtt,download_lossrate,download_throughput,Stalling_number,Stalling_length,join_time,QoE_linear
3,2680,0.24,9400,1000,400000,400000,1
3,2830,0.2,9420,100,0,400000,1
3,2980,0.14,9440,1000,400000,400000,1
3,3130,0.07,9460,1000,400000,400000,1
3,3280,0.01,9480,2,14293,64755,1
3,3430,0.05,9500,1000,400000,400000,1
3,3580,0.11,9520,1000,400000,400000,1
3,3730,0.17,9540,1000,400000,400000,1
3,3880,0.24,9560,1000,400000,400000,1
3,4030,0.2,9580,100,0,400000,1
3,4180,0.14,9600,1000,400000,400000,1
3,4330,0.08,9620,100,0,400000,1
3,4480,0.02,9640,1000,400000,400000,1
3,4630,0.05,9660,2,39376,168173,1
3,4780,0.11,9680,2,31069,128397,1
3,4930,0.17,9700,1000,400000,400000,1
3,4920,0.23,9720,1000,400000,400000,1
3,4770,0.21,9740,100,0,400000,1
3,4620,0.14,9760,100,0,400000,1
3,4470,0.08,9780,1000,400000,400000,1
3,4320,0.02,9800,2,39831,77968,1
3,4170,0.04,9820,2,25432,86807,1
3,4020,0.1,9840,1000,400000,400000,1
3,3870,0.17,9860,1000,400000,400000,1
3,3720,0.23,9880,100,0,400000,1
3,3570,0.21,9900,1000,400000,400000,1
3,3420,0.15,9920,1000,400000,400000,1
3,3270,0.09,9940,2,10518,79767,1
3,3120,0.02,9960,2,18965,85813,1
3,2970,0.04,9980,2,22292,68312,1
3,2820,0.1,10000,1000,400000,400000,1
3,2670,0.16,9980,2,38074,171818,1
3,2520,0.22,9960,2,26294,107226,1
3,2370,0.21,9940,1000,400000,400000,1
3,2220,0.15,9920,100,0,400000,1
3,2070,0.09,9900,2,40469,68711,1
3,1920,0.03,9880,2,19848,33651,2
3,1770,0.03,9860,2,9184,34911,2
3,1620,0.1,9840,2,17738,45476,1
3,1470,0.16,9820,1000,400000,400000,1
3,1320,0.22,9800,2,15111,47580,1
3,1170,0.22,9780,1000,400000,400000,1
3,1020,0.16,9760,2,89200,175708,1
3,870,0.09,9740,2,10764,28937,3
3,720,0.03,9720,1,4647,14664,4
3,570,0.03,9700,1,2820,13065,4
3,420,0.09,9680,2,3759,11273,4
3,270,0.15,9660,2,10722,13169,4
3,120,0.22,9640,2,13313,25941,3
3,30,0.22,9620,2,3448,14674,4
3,180,0.16,9600,1,15720,7664,4
3,330,0.1,9580,2,30885,75791,1
3,480,0.04,9560,2,3030,18523,4
3,630,0.03,9540,2,3706,11801,4
3,780,0.09,9520,2,12579,19095,3
3,930,0.15,9500,2,10140,24917,3
3,1080,0.21,9480,1000,400000,400000,1
3,1230,0.23,9460,1000,400000,400000,1
3,1380,0.16,9440,2,105633,65408,1
3,1530,0.1,9420,2,22070,41571,1
3,1680,0.04,9400,2,12730,52958,1
3,1830,0.02,9380,2,8551,42637,2
3,1980,0.08,9360,2,81669,45545,1
3,2130,0.15,9340,2,13545,121677,1
3,2280,0.21,9320,100,0,400000,1
3,2430,0.23,9300,1,17954,138732,1
3,2580,0.17,9280,2,17184,75148,1
3,2730,0.11,9260,2,25421,98157,1
3,2880,0.04,9240,1,7190,49737,2
3,3030,0.02,9220,2,18554,67913,1
3,3180,0.08,9200,2,51308,93509,1
3,3330,0.14,9180,1000,400000,400000,1
3,3480,0.2,9160,100,0,400000,1
3,3630,0.23,9140,1000,400000,400000,1
3,3780,0.17,9120,1000,400000,400000,1
3,3930,0.11,9100,100,0,400000,1
3,4080,0.05,9080,100,0,400000,1
3,4230,0.01,9060,2,12370,65418,1
3,4380,0.08,9040,1000,400000,400000,1
3,4530,0.14,9020,1000,400000,400000,1
3,4680,0.2,9000,1000,400000,400000,1
3,4830,0.24,8980,100,0,400000,1
3,4980,0.18,8960,1000,400000,400000,1
3,4870,0.11,8940,100,0,400000,1
3,4720,0.05,8920,1000,400000,400000,1
3,4570,0.01,8900,2,7963,82900,1
3,4420,0.07,8880,100,0,400000,1
3,4270,0.13,8860,100,0,400000,1
3,4120,0.2,8840,1000,400000,400000,1
3,3970,0.24,8820,100,0,400000,1
3,3820,0.18,8800,1000,400000,400000,1
3,3670,0.12,8780,1000,400000,400000,1
3,3520,0.06,8760,1,154,157605,1
3,3370,0.01,8740,2,5145,53286,2
3,3220,0.07,8720,2,29130,62639,1
3,3070,0.13,8700,1000,400000,400000,1
3,2920,0.19,8680,1000,400000,400000,1
3,2770,0.25,8660,1000,400000,400000,1
3,2620,0.18,8640,1000,400000,400000,1
3,2470,0.12,8620,2,60286,69288,1
3,2320,0.06,8600,2,21971,48774,1
3,2170,0,8580,2,6362,29663,3
3,2020,0.06,8560,2,23792,38660,1
3,1870,0.13,8540,1,91561,70055,1
3,1720,0.19,8520,1000,400000,400000,1
3,1570,0.25,8500,1000,400000,400000,1
3,1420,0.19,8480,1,32116,53117,1
3,1270,0.13,8460,2,29576,47854,1
3,1120,0.06,8440,1,3524,38568,3
3,970,0,8420,2,2120,14289,4
3,820,0.06,8400,1,9658,16022,4
3,670,0.12,8380,2,22432,32603,2
3,520,0.18,8360,2,10399,44706,2
3,370,0.25,8340,1,23839,66529,1
3,220,0.19,8320,2,25126,55071,1
3,70,0.13,8300,4,5138,7875,4
3,80,0.07,8280,1,3270,2714,5
3,230,0.01,8260,0,0,4691,5
3,380,0.06,8240,1,5003,5725,4
3,530,0.12,8220,1,12024,14587,3
3,680,0.18,8200,2,5992,85091,1
3,830,0.24,8180,2,112765,58887,1
3,980,0.2,8160,2,70631,54984,1
3,1130,0.13,8140,2,17879,105138,1
3,1280,0.07,8120,2,35311,44890,1
3,1430,0.01,8100,1,1788,22308,4
3,1580,0.05,8080,2,6757,31241,3
3,1730,0.11,8060,2,8798,52225,1
3,1880,0.18,8040,2,55708,157276,1
3,2030,0.24,8020,100,0,400000,1
3,2180,0.2,8000,1000,400000,400000,1
3,2330,0.14,7980,2,50435,117794,1
3,2480,0.08,7960,2,28063,113356,1
3,2630,0.01,7940,2,9778,45435,2
3,2780,0.05,7920,2,32589,51575,1
3,2930,0.11,7900,2,17601,66343,1
3,3080,0.17,7880,100,0,400000,1
3,3230,0.23,7860,1000,400000,400000,1
3,3380,0.2,7840,100,0,400000,1
3,3530,0.14,7820,1000,400000,400000,1
3,3680,0.08,7800,100,0,400000,1
3,3830,0.02,7780,2,24724,63613,1
3,3980,0.04,7760,2,24272,77171,1
3,4130,0.11,7740,1000,400000,400000,1
3,4280,0.17,7720,1000,400000,400000,1
3,4430,0.23,7700,1000,400000,400000,1
3,4580,0.21,7680,1000,400000,400000,1
3,4730,0.15,7660,1000,400000,400000,1
3,4880,0.08,7640,1000,400000,400000,1
3,4970,0.02,7620,2,22952,85224,1
3,4820,0.04,7600,1000,400000,400000,1
3,4670,0.1,7580,1000,400000,400000,1
3,4520,0.16,7560,1000,400000,400000,1
3,4370,0.23,7540,1000,400000,400000,1
3,4220,0.21,7520,100,0,400000,1
3,4070,0.15,7500,1000,400000,400000,1
3,3920,0.09,7480,1000,400000,400000,1
3,3770,0.03,7460,2,17538,91703,1
3,3620,0.04,7440,2,29552,79580,1
3,3470,0.1,7420,1000,400000,400000,1
3,3320,0.16,7400,1000,400000,400000,1
3,3170,0.22,7380,1000,400000,400000,1
3,3020,0.22,7360,1000,400000,400000,1
3,2870,0.15,7340,2,200042,69937,1
3,2720,0.09,7320,2,33909,148336,1
3,2570,0.03,7300,2,12860,55096,1
3,2420,0.03,7280,2,9302,45570,2
3,2270,0.09,7260,1000,400000,400000,1
3,2120,0.16,7240,1000,400000,400000,1
3,1970,0.22,7220,1000,400000,400000,1
3,1820,0.22,7200,1000,400000,400000,1
3,1670,0.16,7180,2,18856,85490,1
3,1520,0.1,7160,2,18497,50278,1
3,1370,0.03,7140,2,7539,23061,3
3,1220,0.03,7120,2,7005,23252,3
3,1070,0.09,7100,2,26925,23045,2
3,920,0.15,7080,2,32041,23186,2
3,770,0.21,7060,2,31008,50026,1
3,620,0.22,7040,2,36679,42553,1
3,470,0.16,7020,1,19972,37731,2
3,320,0.1,7000,2,1953,13231,4
3,170,0.04,6980,1,2065,4608,5
3,20,0.02,6960,0,0,1879,5
3,130,0.09,6940,1,15655,9546,4
3,280,0.15,6920,1,6257,9846,4
3,430,0.21,6900,2,32517,93109,1
3,580,0.23,6880,2,15755,103294,1
3,730,0.17,6860,2,43315,30830,1
3,880,0.1,6840,1,21315,43270,1
3,1030,0.04,6820,2,8030,19719,3
3,1180,0.02,6800,2,4751,18102,4
3,1330,0.08,6780,2,16236,59327,1
3,1480,0.14,6760,2,139395,76171,1
3,1630,0.21,6740,1000,400000,400000,1
3,1780,0.23,6720,1000,400000,400000,1
3,1930,0.17,6700,2,110510,179025,1
3,2080,0.11,6680,2,96356,152530,1
3,2230,0.05,6660,2,15184,50920,1
3,2380,0.02,6640,2,7305,50460,2
3,2530,0.08,6620,2,33359,61927,1
3,2680,0.14,6600,100,0,400000,1
3,2830,0.2,6580,1000,400000,400000,1
3,2980,0.24,6560,1000,400000,400000,1
3,3130,0.17,6540,1000,400000,400000,1
3,3280,0.11,6520,1000,400000,400000,1
3,3430,0.05,6500,2,49937,135315,1
3,3580,0.01,6480,2,17114,60337,1
3,3730,0.07,6460,1000,400000,400000,1
3,3880,0.14,6440,1000,400000,400000,1
3,4030,0.2,6420,1000,400000,400000,1
3,4180,0.24,6400,1000,400000,400000,1
3,4330,0.18,6380,1000,400000,400000,1
3,4480,0.12,6360,1000,400000,400000,1
3,4630,0.05,6340,1000,400000,400000,1
3,4780,0.01,6320,2,35033,128203,1
3,4930,0.07,6300,100,0,400000,1
3,4920,0.13,6280,1000,400000,400000,1
3,4770,0.19,6260,1000,400000,400000,1
3,4620,0.24,6240,1000,400000,400000,1
3,4470,0.18,6220,1000,400000,400000,1
3,4320,0.12,6200,1000,400000,400000,1
3,4170,0.06,6180,1000,400000,400000,1
3,4020,0,6160,2,2216,68060,1
3,3870,0.07,6140,2,47509,100394,1
3,3720,0.13,6120,1000,400000,400000,1
3,3570,0.19,6100,1000,400000,400000,1
3,3420,0.25,6080,100,0,400000,1
3,3270,0.19,6060,100,0,400000,1
3,3120,0.12,6040,1000,400000,400000,1
3,2970,0.06,6020,2,12920,92546,1
3,2820,0,6000,2,5045,46134,2
3,2670,0.06,5980,2,22831,125999,1
3,2520,0.12,5960,1000,400000,400000,1
3,2370,0.19,5940,100,0,400000,1
3,2220,0.25,5920,100,0,400000,1
3,2070,0.19,5900,1000,400000,400000,1
3,1920,0.13,5880,2,17193,55869,1
3,1770,0.07,5860,2,14887,46262,1
3,1620,0,5840,2,4091,23535,3
3,1470,0.06,5820,2,12590,26862,3
3,1320,0.12,5800,1,17029,43553,2
3,1170,0.18,5780,1,40571,41843,1
3,1020,0.24,5760,1000,400000,400000,1
3,870,0.19,5740,2,41242,42195,1
3,720,0.13,5720,2,14876,35158,2
3,570,0.07,5700,2,19024,15670,3
3,420,0.01,5680,2,5167,8424,4
3,270,0.05,5660,2,3194,8988,4
3,120,0.12,5640,1,2977,7311,4
3,30,0.18,5620,2,5295,18427,4
3,180,0.24,5600,1,14688,48642,1
3,330,0.2,5580,1,12345,40042,2
3,480,0.14,5560,1,10624,20052,3
3,630,0.07,5540,2,4741,37643,3
3,780,0.01,5520,1,1550,11446,4
3,930,0.05,5500,2,12784,23112,3
3,1080,0.11,5480,2,20418,31055,2
3,1230,0.17,5460,2,15443,130017,1
3,1380,0.24,5440,1000,400000,400000,1
3,1530,0.2,5420,2,90468,204536,1
3,1680,0.14,5400,2,63244,82314,1
3,1830,0.08,5380,2,34279,69318,1
3,1980,0.02,5360,2,7972,38390,2
3,2130,0.05,5340,2,12087,48530,2
3,2280,0.11,5320,1,136,199550,1
3,2430,0.17,5300,1000,400000,400000,1
3,2580,0.23,5280,1000,400000,400000,1
3,2730,0.21,5260,1000,400000,400000,1
3,2880,0.14,5240,2,34197,150139,1
3,3030,0.08,5220,1000,400000,400000,1
3,3180,0.02,5200,2,17397,81414,1
3,3330,0.04,5180,2,34074,75775,1
3,3480,0.1,5160,1000,400000,400000,1
3,3630,0.17,5140,1000,400000,400000,1
3,3780,0.23,5120,1000,400000,400000,1
3,3930,0.21,5100,1000,400000,400000,1
3,4080,0.15,5080,100,0,400000,1
3,4230,0.09,5060,1000,400000,400000,1
3,4380,0.02,5040,2,40940,100221,1
3,4530,0.04,5020,2,30753,126380,1
3,4680,0.1,5000,1000,400000,400000,1
3,4830,0.16,4980,1000,400000,400000,1
3,4980,0.22,4960,1000,400000,400000,1
3,4870,0.21,4940,1000,400000,400000,1
3,4720,0.15,4920,1000,400000,400000,1
3,4570,0.09,4900,1000,400000,400000,1
3,4420,0.03,4880,1000,400000,400000,1
3,4270,0.03,4860,2,34032,94639,1
3,4120,0.1,4840,1000,400000,400000,1
3,3970,0.16,4820,1000,400000,400000,1
3,3820,0.22,4800,100,0,400000,1
3,3670,0.22,4780,1000,400000,400000,1
3,3520,0.16,4760,2,37069,139258,1
3,3370,0.09,4740,1000,400000,400000,1
3,3220,0.03,4720,2,36910,85153,1
3,3070,0.03,4700,2,11020,49467,2
3,2920,0.09,4680,2,39405,90061,1
3,2770,0.15,4660,1000,400000,400000,1
3,2620,0.22,4640,100,0,400000,1
3,2470,0.22,4620,1000,400000,400000,1
3,2320,0.16,4600,1000,400000,400000,1
3,2170,0.1,4580,2,35928,68909,1
3,2020,0.04,4560,2,9251,46725,2
3,1870,0.03,4540,1,19468,51394,1
3,1720,0.09,4520,2,28456,38304,1
3,1570,0.15,4500,1000,400000,400000,1
3,1420,0.21,4480,1000,400000,400000,1
3,1270,0.23,4460,100,0,400000,1
3,1120,0.16,4440,2,13770,79346,1
3,970,0.1,4420,2,15040,47045,1
3,820,0.04,4400,2,2715,23880,3
3,670,0.02,4380,1,9954,15671,4
3,520,0.08,4360,1,15613,10353,4
3,370,0.15,4340,1,5809,17525,4
3,220,0.21,4320,2,14456,69584,1
3,70,0.23,4300,2,10600,28449,3
3,80,0.17,4280,1,6556,16406,4
3,230,0.11,4260,1,6279,12347,4
3,380,0.04,4240,2,1851,12391,4
3,530,0.02,4220,1,1249,8752,4
3,680,0.08,4200,2,7393,27732,3
3,830,0.14,4180,2,7471,48316,2
3,980,0.2,4160,1,81548,198289,1
3,1130,0.23,4140,1000,400000,400000,1
3,1280,0.17,4120,2,25030,77064,1
3,1430,0.11,4100,2,50092,88351,1
3,1580,0.05,4080,2,4448,39182,2
3,1730,0.01,4060,1,6825,29718,3
3,1880,0.08,4040,2,20603,42137,1
3,2030,0.14,4020,1,45964,98832,1
3,2180,0.2,4000,100,0,400000,1
3,2330,0.24,3980,1000,400000,400000,1
3,2480,0.18,3960,1000,400000,400000,1
3,2630,0.11,3940,2,35846,146662,1
3,2780,0.05,3920,2,15824,94886,1
3,2930,0.01,3900,2,8971,58513,1
3,3080,0.07,3880,2,32748,84826,1
3,3230,0.13,3860,100,0,400000,1
3,3380,0.2,3840,1000,400000,400000,1
3,3530,0.24,3820,1000,400000,400000,1
3,3680,0.18,3800,1000,400000,400000,1
3,3830,0.12,3780,1000,400000,400000,1
3,3980,0.06,3760,2,39581,116364,1
3,4130,0.01,3740,2,10197,75653,1
3,4280,0.07,3720,1000,400000,400000,1
3,4430,0.13,3700,1000,400000,400000,1
3,4580,0.19,3680,1000,400000,400000,1
3,4730,0.25,3660,1000,400000,400000,1
3,4880,0.18,3640,1000,400000,400000,1
3,4970,0.12,3620,1000,400000,400000,1
3,4820,0.06,3600,100,0,400000,1
3,4670,0,3580,2,10417,73546,1
3,4520,0.06,3560,1000,400000,400000,1
3,4370,0.13,3540,1000,400000,400000,1
3,4220,0.19,3520,1000,400000,400000,1
3,4070,0.25,3500,1000,400000,400000,1
3,3920,0.19,3480,1000,400000,400000,1
3,3770,0.13,3460,1000,400000,400000,1
3,3620,0.06,3440,1000,400000,400000,1
3,3470,0,3420,2,7759,45523,2
3,3320,0.06,3400,1000,400000,400000,1
3,3170,0.12,3380,100,0,400000,1
3,3020,0.18,3360,1000,400000,400000,1
3,2870,0.25,3340,1000,400000,400000,1
3,2720,0.19,3320,100,0,400000,1
3,2570,0.13,3300,2,22671,99604,1
3,2420,0.07,3280,2,26783,71888,1
3,2270,0.01,3260,2,4481,54066,2
3,2120,0.06,3240,2,4465,52093,2
3,1970,0.12,3220,2,52128,69705,1
3,1820,0.18,3200,2,11822,67849,1
3,1670,0.24,3180,1000,400000,400000,1
3,1520,0.2,3160,1000,400000,400000,1
3,1370,0.13,3140,2,32804,42959,1
3,1220,0.07,3120,1,10145,62903,1
3,1070,0.01,3100,2,2447,19372,4
3,920,0.05,3080,2,4474,18538,4
3,770,0.11,3060,2,30754,28188,2
3,620,0.18,3040,1,67699,28217,1
3,470,0.24,3020,2,62294,52901,1
3,320,0.2,3000,2,29270,40315,1
3,170,0.14,2980,1,3414,34069,3
3,20,0.08,2960,1,95,5509,5
3,130,0.01,2940,0,0,3767,5
3,280,0.05,2920,2,2264,7929,4
3,430,0.11,2900,2,6165,23474,3
3,580,0.17,2880,2,10358,93235,1
3,730,0.23,2860,2,47955,73389,1
3,880,0.2,2840,1,108817,56487,1
3,1030,0.14,2820,1,47931,52488,1
3,1180,0.08,2800,2,6515,39948,2
3,1330,0.02,2780,2,11408,26313,3
3,1480,0.04,2760,2,12559,30508,2
3,1630,0.11,2740,2,52337,56561,1
3,1780,0.17,2720,2,53260,100416,1
3,1930,0.23,2700,1000,400000,400000,1
3,2080,0.21,2680,1000,400000,400000,1
3,2230,0.15,2660,2,106049,94516,1
3,2380,0.08,2640,2,9988,64010,1
3,2530,0.02,2620,2,9195,52706,1
3,2680,0.04,2600,2,24791,61234,1
3,2830,0.1,2580,2,51837,78232,1
3,2980,0.16,2560,1000,400000,400000,1
3,3130,0.23,2540,2,14977,130036,1
3,3280,0.21,2520,100,0,400000,1
3,3430,0.15,2500,1000,400000,400000,1
3,3580,0.09,2480,100,0,400000,1
3,3730,0.03,2460,1000,400000,400000,1
3,3880,0.04,2440,2,37289,88414,1
3,4030,0.1,2420,2,58225,157269,1
3,4180,0.16,2400,1000,400000,400000,1
3,4330,0.22,2380,1000,400000,400000,1
3,4480,0.22,2360,1000,400000,400000,1
3,4630,0.15,2340,100,0,400000,1
3,4780,0.09,2320,1000,400000,400000,1
3,4930,0.03,2300,2,41891,133886,1
3,4920,0.03,2280,1000,400000,400000,1
3,4770,0.09,2260,1000,400000,400000,1
3,4620,0.16,2240,1000,400000,400000,1
3,4470,0.22,2220,1000,400000,400000,1
3,4320,0.22,2200,1000,400000,400000,1
3,4170,0.16,2180,1000,400000,400000,1
3,4020,0.1,2160,1000,400000,400000,1
3,3870,0.03,2140,2,12594,95889,1
3,3720,0.03,2120,2,24659,70944,1
3,3570,0.09,2100,1000,400000,400000,1
3,3420,0.15,2080,100,0,400000,1
3,3270,0.21,2060,100,0,400000,1
3,3120,0.22,2040,100,0,400000,1
3,2970,0.16,2020,1000,400000,400000,1
3,2820,0.1,2000,2,143975,70355,1
3,2670,0.04,1980,2,21509,63397,1
3,2520,0.02,1960,2,9767,51432,1
3,2370,0.09,1940,2,14900,105759,1
3,2220,0.15,1920,2,33766,82402,1
3,2070,0.21,1900,1000,400000,400000,1
3,1920,0.23,1880,1000,400000,400000,1
3,1770,0.17,1860,2,44898,77668,1
3,1620,0.1,1840,2,14886,57206,1
3,1470,0.04,1820,2,11649,42773,2
3,1320,0.02,1800,2,7064,26879,3
3,1170,0.08,1780,1,16615,22737,3
3,1020,0.14,1760,2,4942,44220,2
3,870,0.21,1740,2,128768,138479,1
3,720,0.23,1720,2,114332,103815,1
3,570,0.17,1700,2,9299,68914,1
3,420,0.11,1680,2,2275,14404,4
3,270,0.05,1660,2,3201,8074,4
3,120,0.02,1640,0,0,4591,5
3,30,0.08,1620,0,0,3918,5
3,180,0.14,1600,2,6513,9674,4
3,330,0.2,1580,1,12019,20914,3
3,480,0.24,1560,1,46878,44676,1
3,630,0.17,1540,1,31688,74285,1
3,780,0.11,1520,2,32890,63275,1
3,930,0.05,1500,2,7978,25142,3
3,1080,0.01,1480,2,2713,19244,4
3,1230,0.07,1460,2,16542,19850,3
3,1380,0.14,1440,1,20841,60209,1
3,1530,0.2,1420,1000,400000,400000,1
3,1680,0.24,1400,1000,400000,400000,1
3,1830,0.18,1380,1000,400000,400000,1
3,1980,0.12,1360,2,15996,128912,1
3,2130,0.05,1340,2,25600,59897,1
3,2280,0.01,1320,2,2397,38185,3
3,2430,0.07,1300,2,35456,41921,1
3,2580,0.13,1280,2,41529,197159,1
3,2730,0.19,1260,100,0,400000,1
3,2880,0.24,1240,100,0,400000,1
3,3030,0.18,1220,1000,400000,400000,1
3,3180,0.12,1200,2,10699,84595,1
3,3330,0.06,1180,2,23898,76855,1
3,3480,0,1160,2,7817,56636,1
3,3630,0.07,1140,1000,400000,400000,1
3,3780,0.13,1120,1000,400000,400000,1
3,3930,0.19,1100,1000,400000,400000,1
3,4080,0.25,1080,1000,400000,400000,1
3,4230,0.19,1060,1000,400000,400000,1
3,4380,0.12,1040,100,0,400000,1
3,4530,0.06,1020,1000,400000,400000,1
3,4680,0,1000,2,15371,76262,1
3,4830,0.06,980,1000,400000,400000,1
3,4980,0.12,960,100,0,400000,1
3,4870,0.19,940,100,0,400000,1
3,4720,0.25,920,1000,400000,400000,1
3,4570,0.19,900,1000,400000,400000,1
3,4420,0.13,880,1000,400000,400000,1
3,4270,0.07,860,1000,400000,400000,1
3,4120,0,840,2,23850,62819,1
3,3970,0.06,820,100,0,400000,1
3,3820,0.12,800,1000,400000,400000,1
3,3670,0.18,780,1000,400000,400000,1
3,3520,0.24,760,1000,400000,400000,1
3,3370,0.19,740,1000,400000,400000,1
3,3220,0.13,720,100,0,400000,1
3,3070,0.07,700,2,25868,73385,1
3,2920,0.01,680,2,13933,57520,1
3,2770,0.05,660,2,25781,65090,1
3,2620,0.12,640,2,13947,205410,1
3,2470,0.18,620,1000,400000,400000,1
3,2320,0.24,600,2,19810,100373,1
3,2170,0.2,580,100,0,400000,1
3,2020,0.14,560,2,49053,95711,1
3,1870,0.07,540,2,12321,55712,1
3,1720,0.01,520,2,5956,37924,2
3,1570,0.05,500,1,13788,29553,2
3,1420,0.11,480,2,31872,62890,1
3,1270,0.17,460,1,79302,66091,1
3,1120,0.24,440,1000,400000,400000,1
3,970,0.2,420,1000,400000,400000,1
3,820,0.14,400,2,52268,89391,1
3,670,0.08,380,2,5275,21956,3
3,520,0.02,360,2,4088,19352,4
3,370,0.05,340,2,4351,18332,4
3,220,0.11,320,2,8163,38945,2
3,70,0.17,300,2,3292,41427,2
3,80,0.23,280,2,11740,77836,1
3,230,0.21,260,2,10969,103992,1
3,380,0.14,240,1,30622,21428,2
3,530,0.08,220,2,16475,26333,3
3,680,0.02,200,2,11868,29528,3
3,830,0.04,180,2,16423,34886,2
3,980,0.1,160,2,20955,37761,2
3,1130,0.17,140,1000,400000,400000,1
3,1280,0.23,120,1000,400000,400000,1
3,1430,0.21,100,100,0,400000,1
3,1580,0.15,80,2,68860,161913,1
3,1730,0.09,60,1000,400000,400000,1
3,1880,0.02,40,1000,400000,400000,1
3,2030,0.04,20,1000,400000,400000,1
3,2180,0.1,0,2,134712,61421,1
3,2330,0.16,20,1000,400000,400000,1
3,2480,0.22,40,1000,400000,400000,1
3,2630,0.21,60,1000,400000,400000,1
3,2780,0.15,80,2,27641,99860,1
3,2930,0.09,100,1000,400000,400000,1
3,3080,0.03,120,2,29519,86094,1
3,3230,0.03,140,2,39382,94854,1
3,3380,0.1,160,1000,400000,400000,1
3,3530,0.16,180,2,22770,179175,1
3,3680,0.22,200,1000,400000,400000,1
3,3830,0.22,220,1000,400000,400000,1
3,3980,0.16,240,1000,400000,400000,1
3,4130,0.09,260,1000,400000,400000,1
3,4280,0.03,280,1000,400000,400000,1
3,4430,0.03,300,2,31894,94587,1
3,4580,0.09,320,100,0,400000,1
3,4730,0.15,340,1000,400000,400000,1
3,4880,0.22,360,100,0,400000,1
3,4970,0.22,380,1000,400000,400000,1
3,4820,0.16,400,1000,400000,400000,1
3,4670,0.1,420,1000,400000,400000,1
3,4520,0.04,440,2,28064,102823,1
3,4370,0.03,460,2,42335,93839,1
3,4220,0.09,480,1000,400000,400000,1
3,4070,0.15,500,1000,400000,400000,1
3,3920,0.21,520,100,0,400000,1
3,3770,0.23,540,100,0,400000,1
3,3620,0.16,560,1000,400000,400000,1
3,3470,0.1,580,2,47073,105305,1
3,3320,0.04,600,2,15300,81367,1
3,3170,0.02,620,2,17205,64351,1
3,3020,0.08,640,1000,400000,400000,1
3,2870,0.15,660,1000,400000,400000,1
3,2720,0.21,680,100,0,400000,1
3,2570,0.23,700,1000,400000,400000,1
3,2420,0.17,720,1000,400000,400000,1
3,2270,0.11,740,2,39877,110068,1
3,2120,0.04,760,2,9063,55320,1
3,1970,0.02,780,1,8332,38093,2
3,1820,0.08,800,2,31452,46495,1
3,1670,0.14,820,2,80757,106549,1
3,1520,0.2,840,1000,400000,400000,1
3,1370,0.23,860,1000,400000,400000,1
3,1220,0.17,880,1000,400000,400000,1
3,1070,0.11,900,2,21720,38007,2
3,920,0.05,920,2,9931,22995,3
3,770,0.01,940,1,2793,13922,4
3,620,0.08,960,2,5209,32567,3
3,470,0.14,980,2,19795,30539,2
3,320,0.2,1000,2,11926,21237,3
3,170,0.24,1020,2,5158,37128,3
3,20,0.18,1040,3,2941,13772,4
3,130,0.11,1060,2,15639,17614,3
3,280,0.05,1080,1,1192,11953,4
3,430,0.01,1100,2,1790,9341,4
3,580,0.07,1120,2,31273,49157,1
3,730,0.13,1140,1,34712,19320,2
3,880,0.2,1160,1000,400000,400000,1
3,1030,0.24,1180,1000,400000,400000,1
3,1180,0.18,1200,2,18966,70773,1
3,1330,0.12,1220,2,66118,48387,1
3,1480,0.06,1240,2,6348,44314,2
3,1630,0.01,1260,2,9473,32964,3
3,1780,0.07,1280,2,25423,41551,1
3,1930,0.13,1300,2,72520,139335,1
3,2080,0.19,1320,1000,400000,400000,1
3,2230,0.25,1340,100,0,400000,1
3,2380,0.18,1360,1000,400000,400000,1
3,2530,0.12,1380,2,11151,52567,1
3,2680,0.06,1400,2,42352,175434,1
3,2830,0,1420,2,8496,55459,1
3,2980,0.06,1440,2,49880,44609,1
3,3130,0.13,1460,1000,400000,400000,1
3,3280,0.19,1480,100,0,400000,1
3,3430,0.25,1500,1000,400000,400000,1
3,3580,0.19,1520,1000,400000,400000,1
3,3730,0.13,1540,1000,400000,400000,1
3,3880,0.06,1560,2,26367,209892,1
3,4030,0,1580,2,3298,56573,2
3,4180,0.06,1600,1000,400000,400000,1
3,4330,0.12,1620,1000,400000,400000,1
3,4480,0.18,1640,1000,400000,400000,1
3,4630,0.25,1660,1000,400000,400000,1
3,4780,0.19,1680,1000,400000,400000,1
3,4930,0.13,1700,1000,400000,400000,1
3,4920,0.07,1720,100,0,400000,1
3,4770,0.01,1740,2,35049,93434,1
3,4620,0.06,1760,2,42535,154927,1
3,4470,0.12,1780,1000,400000,400000,1
3,4320,0.18,1800,1000,400000,400000,1
3,4170,0.24,1820,1000,400000,400000,1
3,4020,0.2,1840,1000,400000,400000,1
3,3870,0.13,1860,100,0,400000,1
3,3720,0.07,1880,2,23155,259087,1
3,3570,0.01,1900,2,16137,64852,1
3,3420,0.05,1920,2,25827,97228,1
3,3270,0.11,1940,1000,400000,400000,1
3,3120,0.18,1960,1000,400000,400000,1
3,2970,0.24,1980,100,0,400000,1
3,2820,0.2,2000,2,33132,146682,1
3,2670,0.14,2020,100,0,400000,1
3,2520,0.08,2040,2,21409,75468,1
3,2370,0.01,2060,2,16522,56807,1
3,2220,0.05,2080,2,12954,65566,1
3,2070,0.11,2100,2,116190,104723,1
3,1920,0.17,2120,2,37881,89873,1
3,1770,0.23,2140,1000,400000,400000,1
